Syllable/Combination,汉字
hai1B|21,龤鮭鲑骸鞋鞵谐諧膎瑎㜾㥟㨙䙎䠹䠽䡡䯐䱺偕咳嚡孩欬
hai2A|35,鞋
kai2A|35,𢬿锴鍇蒈䒓楷
kai2B|13,𢬿
kai3A|33,炌炏烗
fai3A|33,㙕駃筷磈㟴䈛傀凷哙噲圦块塊墤快
fai2A|35,筷快
fai1A|55,快
ngai3B|22,㘷鴱銰譺艾芆苅砹㣻㲼䆓䖊䝽䢃乂刈唉娾
ngai3A|33,餲阨阸隘㿄䅬伌呃唉嗌塧
ngai2B|13,隗
ngai2A|35,诶誒矮欸
ngai1B|21,睚猚漄厑厓啀嘊堐崕崖挨捱涯
ngai1A|55,溾劸哎唉嗳噯埃娭挨
pai3A|33,鎃蒎㭛䖰哌沠派湃
pai1B|21,輫簰簲箄篺牌猅㵺䱝俳排棑
pai2A|35,牌排派
pai1A|55,派
wai1A|55,㗏㛻竵䴜歪
wai1B|21,㜳褢褱蘹耲瀤㠢䃶怀懐懷槐櫰淮
wai3B|22,蘾䠿坏壊壞
wai2A|35,坏壞
bai3A|33,㗑㠔䒔庍拜拝湃
bai3B|22,韛贁败薭粺稗㶔䢙呗唄惫憊敗
bai2A|35,襬䙓捭摆擺
bai1A|55,拜掰擘
gwai1A|55,㔞㾩䂷乖
gwai2A|35,𧊅蒯罫箉䓒怪拐枴柺
gwai3A|33,㧔䂯䊽叏夬怪恠
gun3A|33,貫𠍿𥖏𤎽鸛鹳鱹雚鏆鑵貫贯觀观罆罐礶祼盥矔瓘爟潅灌㮡㴦䗰䝺冠悹悺樌毌泴浂涫
gun1A|55,𥕜𣻻覌観觀观萖蒄莞窤倌冠官棺欟
gun2A|35,𤪔鳤館馆錧輨舘莞脘筦管琯璭痯䏓䗆䘾䦎䩪䪀䲘斡朊
mun1B|21,㒼㙢鬗颟鞔顢钔門閅门鍆蹒蹣菛虋穈瞒瞞璊玧㻊䊟䊡䐽䒥䜱䟂䫒亹们們悗慲扪捫樠
mun2B|13,𡦖𣂎𡠪𡒗鏋螨蟎満满滿㵍悗暪
mun1A|55,颟顢
mun3B|22,鞔闷燜焖㥃㦖悶懑懣
mun2A|35,門门满滿
fun1A|55,𣟂鴅鵍驩髋髖酄貆貛讙臗犿獾䝔嚾宽寛寬懽欢歓歡
fun2A|35,窽窾盥㯘䕀䥗䲌梡欵款歀
pun1B|21,𣁦鞶鎜蹒蹣跘螌蟠葐蒰般胖縏盆盘盤磐磻瓫湓瀊㩯㮽䃲䰉䰔媻幋弁搫柈槃洀
pun3A|33,鵥頖詊牉溿炍伴冸判姅拌拚拼沜泮
pun2A|35,翉翸盆盘盤伴拚拼
pun1A|55,番潘㢖㽃䆺
pun2B|13,伴
wun3B|22,㐾㛟𠗫𡞵𨩉輐逭貦藧缓翫肒緩瑍痪瘓煥玩烉焕㣪㪱㬇㬊㼫䀓䈠䛃䠉唤喚喛奂奐妧嵈忨愌抏换換涣渙
wun3A|33,𤧬䯛
wun1B|21,𢬎鶢雈锾鍰豲貆萈萑荁缓羦緩瓛爰狟獂湲㵹䝠䦡䴟垣媛峘援桓洹
wun1A|55,豌睕剜婠帵
wun2A|35,豌腕莞脘皖盌睆碗玩澣㼝䝹剜垸埦惋捥椀浣
wun2B|13,莞皖澣晥浣
bun3B|22,㚘鉡绊肨胖絆秚畔伴叛怑拌柈泮
bun3A|33,靽㪵㫠半坢姅
bun1A|55,褩般䈲搬
bun2A|35,苯粄畚㡷㮺㶱䉽䬳奙本楍
gwun3A|33,貫𠍿𥖏𤎽鸛鹳鱹雚鏆鑵貫贯觀观罆罐礶祼盥矔瓘爟潅灌㮡㴦䗰䝺冠悹悺樌毌泴浂涫
gwun1A|55,𥕜𣻻覌観觀观萖蒄莞窤倌冠官棺欟
gwun2A|35,𤪔鳤館馆錧輨舘莞脘筦管琯璭痯䏓䗆䘾䦎䩪䪀䲘斡朊
doet4Aa|5,飿饳咄柮
coet4Aa|5,㔘黜黢齣㤕䟣䢺出岀欪
zoet4Aa|5,㑁黜黢𠖎诎踤詘绌絀窡笜焌㰵䆯䘚䯿䱣倅卆卒崒崪怵憷捽揤泏
soet4Aa|5,㖅𨄮𣘚銊賉訹蜶蟀裇窣碿珬甩率㞊㲞㺷䘏䢦䳳卛卹咰帅帥恤戌摔欰
soet4B|2,𦸇𤇍鉥錰述術荗絉秫潏炢㤜䘤䢞䢤朮术沭
toet4Aa|5,迌湥䠈捸涋
noet4B|2,㕯鷸鹬豽貀訥讷袦肭䖓䟜吶呐抐
loet4B|2,㕯㖀㗚𨀞𠷈鷸鹬麜鷅豽貀訥讷袦葎膟聿肭繂箻篥硉瑮率溧㟳㠥㪐㮚䔁䔞䖓䟜䡃䬆侓傈凓吶呐垏垒塛壘峍嵂律慄抐搮栗
loet4Ab|3,膟
dong1A|55,㜭鐺铛襠蟷裆艡簹筜珰璫當澢㼕㽆儅噹当
dong2A|35,黨谠譡讜礑灙䣊䣣党垱壋挡擋攩档檔欓
dong3B|22,雼逿趤踼菪蕩蘯荡簜盪瞊砀碭瑒璗瓽玚潒䦒婸宕嵣愓戙
dong3A|33,闣當垱壋当挡擋档檔
cong2A|35,㒉𡡢駔驵闖闯鋹蒼苍磢㫤㼽傸僘厂厰廠惝戃敞昶氅
cong1A|55,鸧鶬螥蒼舱艙苍疮瘡獊滄濸䄝䚎䱽䲝仓仺伧倉傖凔刅创刱剏剙創嵢沧
cong1B|21,鑶蔵藏臧疒牀㡖㵴㶓䃥䒙䚒䭚噇幢床橦欌
cong3A|33,賶䅮䢢创刱剏剙創怆愴
zong3A|33,㘸𢦀髒葬脏焋塟壮壯壵戅戆戇
zong1A|55,㛇𥊙𥺁𥅾𤕸髒賘贓贜赃装裝藏臧荘莊羘脏粧糚牂湷㮜㽵䊋䍧䍭匨圧壮壯奘妆妝娤庄庒桩梉樁
zong3B|22,𡘾銺賍赃藏臓臟臧脏状狀獞漴僮噇奘幢弉撞
zong2A|35,駔驵状狀撞
kwong3A|33,黋鑛鄺邝絋絖纊纩穬矌矿礦爌犷獷䵃丱卝圹壙夼懬懭扩擴旷昿曠
kwong1B|21,鵟軖軠诓诳誆誑狂抂
kwong2A|35,鄺邝儣
kwong1A|55,䯑
gong1A|55,㓻𣷣𥙑𤈛𢜟𩧉黆阬钢釭銧鋼輄豇苀茪茳缸罁罡肛胱綱纲矼碙珖瓨疘牨犅灮炗炚炛烡㟠㟵㧏㫕㭃㭎㹰㼚㿠䌉䒮䚗䜫亢侊僙光冈冮刚剛咣垙堈堽姯岗岡崗扛掆摃杠桄棡江洸
gong3A|33,𩄐𡶶𩑈降鎠钢鋼袶臦臩绛絳焵焹㤮㫛㭎䜶佭夅撗杠杢桄棡槓洚
gong2A|35,𪇵顜迋诓诳誆誑講讲耩犷獷㼅㽘䇊䴚傋广広廣桄港
song2A|35,颡顙鎟鏯褬縔磉爽漺䔪䗮䡦䫙䫪嗓塽慡搡樉
song1A|55,䘮䮣丧喪嗓桑桒榋槡
song3A|33,䘮丧喪
tong1B|21,㑽㙶㜍𡠠𤎌鶶餳餹饄饧隚鎕鏜镗闛鄌醣逿赯踼螗螳蓎膅膛糃糖糛禟篖瞠磄瑭煻溏漟㭻㲥㼺䅯䉎䌅䑗䕋䣘䧜傏唐啺坣堂塘幢搪棠榶樘橖
tong1A|55,㓥鼞鞺鏜鐋铴镗闛蹚趟蝪薚羰湯漡䞶䠀劏嘡汤
tong2A|35,𡛀黨鎲鐋钂铴镋蹚躺趟耥糖矘爣㼒㿩䠀伖倘偒傥儻党唐堂帑惝戃搪曭棠淌
tong3A|33,鐋铴蹚趟熨燙湯烫䟖䠀摚摥汤
tong2B|13,搪
mong2B|13,㒺㓁𣙷𦉫𦉪龬魍輞辋誷蛧蝄蟒蠎菵茻莽莾纲网罔罖網硥漭㟐㬒䁳䃃䋄䋞䒎䒽䥈䰣䱩壾妄惘棢
mong1B|21,𠨑𦮝𩷶駹铓釯鋩邙蛖蝱蘉虻芒茫莣笀硭痝牤牻狵㟌㡛㤀㤶䅒䓼䖟䗈䵨亡亾兦厖吂哤娏尨庬忘忙恾杗杧氓汒浝
mong1A|55,芒网網牤䰶杧
mong3B|22,盳望朢
mong2A|35,望
nong3B|22,㚂齉儾
nong1B|21,鬞饢馕瓤䁸嚢囊囔欜
nong2B|13,饢馕灢㶞擃攮曩
nong1A|55,囊
nong2A|35,囊
long2B|13,㓪㙟𡏅𡦀𤎜𤨡饢馕阆閬誏蓢灢烺㮾㶞塱崀悢擃攮曩朖朗朤樃
long3B|22,㚂齉阆閬蒗莨㝗㫰䍚䕞儾埌崀晾浪
long3A|33,𢲲
long2A|35,𠺘郎螂狼囊廊
long1A|55,𠺘啷囊
long1B|21,鬞饢馕駺阆鎯锒閬郎郒郞鋃躴踉蜋螂蓈艆莨稂筤硠琅瑯瓤狼㝗㟍㢃㱢㾿䁸䡙䯖䱶勆哴嚢囊囔嫏廊晪桹榔欜欴浪
hong1A|55,㑌𡐓𤎖鱇鏮躿邼诓誆腔舡羫粇糠穅筐筺眶矼砊硄漮㝩㰠㱂㳝㼹㾤䒰䖱䗧䦭䬕俇劻匡匩哐啌嫝嵻康恇框椌槺洭
hong1B|21,𠵉𣃚𦶢鸻魧鴴颃降頏迒貥跭蚢行航绗肮絎笐筕㤚䀪䘕䲳吭塂斻杭栙桁沆
hong3B|22,𣚺项項銗衖缿㟟䟘䢽䣈巷桁
hong2A|35,𣚺项項行衖䁰䉺䐟䡉巷忼慷
hong2B|13,酐沆
hong3A|33,炕烘
kong3A|33,黋鑛钪閌闶鄺鈧鉱鋛邝邟絋絖纊纩穬矌矿砊砿礦爌犷犺獷炕䊯䵃丱亢伉匟卝囥圹壙夼奛懬懭扩抗擴旷昿曠
kong1B|21,鵟軖軠诓诳誆誑狂狅㾠忹抂
kong2A|35,鄺邝㢜儣忼慷
kong1A|55,䯑扛摃
fong2A|35,㑂𤒼𣆤𣆥𨻙鶭髣鎤谎訪詤謊访舫芒纺紡縨皝皩眆瓬熀滉炾㧍㨪䁜䲱仿倣兤坊宺幌彷怳恍愰慌房放旊昉昘昞晃晄榥櫎況
fong3A|33,𧵦軦貺贶趽眖况岲放況
fong1A|55,芳𤤁𣇷鴋钫鈁錺邡谎詤謊蚄衁芳荒肓肪牥㠩㠵㡃㡆㡛㤃㤺㬻㭶㵁䀮䄱䐠匚坊塃巟慌方朚枋汸淓
fong1B|21,魴鰟鲂鳑防坊埅堏妨房
fong3B|22,䢍
ngong1A|55,㒕骯肮眏㹧姎
ngong2A|35,𡟸軮盎㼜傟慃
ngong3A|33,骯醠軮肮盎㼜䐥䤑
ngong1B|21,㟅㭿䀚䒢䩕䭹卬岇崸昂昻
ngong2B|13,䭺仰佒昂
ngong3B|22,戅戆戇枊
pong3A|33,㕩谤謗艕炐嗙挷搒榜
pong1B|21,𤧭龎龐鰟鳑雱霶逄螃蒡膀舽篣磅滂㝑㥬㫄䅭䠙䨦傍厐厖嫎尨庞庬彷徬房旁汸
pong1A|55,雱霶膀膖耪胮滂䏺䏾䨦乓汸
pong2A|35,覫䒍
pong2B|13,蚌蜯耪䂜䎧䖫䰷嗙
wong1A|55,㑌㒬𡯁𡯂䶭尢尣尩尪尫汪
wong2A|35,𠶖黃簧王瀇㲿㳹㴏凰暀枉
wong1B|21,𤾗鷬黃黄鰉鱑鳇餭騜隍韹鐄锽鍠遑趪諻蚟蝗蟥葟艎簧穔篁磺璜癀皇煌熿獚王湟潢㞷㣴㶂㾮䅣䊗䊣䍿䑟䞹䪄䮲䳨仼偟凰喤堭墴媓崲彺徨惶
wong3B|22,迋王䌙旺暀曂
wong2B|13,往徃徍
bong1A|55,𨧜鞤邦邫縍㨍㿶䢶䦁䩷垹峀帮幇幚幫梆浜
bong2A|35,髈鎊镑蒡膀绑綁磅牓㮄嗙榜
bong3B|22,鎊镑蒡稖磅甏䧛傍埲塝旁榜
bong3A|33,艕甏
gwong1A|55,𥙑𤈛𩧉黆銧輄茪胱珖灮炗炚炛烡㫕㹰㿠侊僙光咣垙姯桄洸
gwong3A|33,𩑈臦臩㤮㫛撗桄
gwong2A|35,𪇵迋诓诳誆誑犷獷㼅䇊广広廣桄
dok4B|2,鐸铎鈬踱襗㤞䐾凙剫喥度
cok4Ab|3,错錯逪莡䱜剒娖戳擉
zok4Ab|3,㑅㘀飵㤰䞢乍作岝岞怍昨
zok4B|2,𨬭鸀鵫鷟飵鑿酢鈼鋜躅蠗葃莋糳秨稓笮筰砟濯灂㤰㸲㺟䋏䎰䝫䥣丵凿岞怍擢昨柞浞
kwok4Ab|3,㗥鞟鞹漷㨯廓彉彍扩拡挄擴
gok4Ab|3,㕵𧰒𤤴𧢲龣𤦂鵤馘阁霩顜铬閣閤郝郭鉻覐覚覺觉角觳蝈蟈袼蔮腘膕聝肐胳簂硌瑴玨珏漍漷㬑䁷䂸䆐䇶䡈䧄䧐䬎傕各咯啯嘓囯囶囻国圀國埆墎崅崞帼幗廓彉彍彏慖捔掴搁摑擱敋斍斠旮桷梏椁槨櫊
gok4Aa|5,咯
sok4Ab|3,𢱢𦂗鎍鎙萷蒴索箾矟溹㮦㮶䅴䌇䖛嗍嗦嗽塑揱搠数數朔槊欶
sok4Aa|5,𢱢㩋㪩
tok4Ab|3,魄魠飥饦馲驝跅託讬袥萚蘀籜箨乇仛侂庹托拓杔柝槖橐汑沰
mok4B|2,𪅐鏌镆鄚邈貘膜莫瞐瞙瘼獏漠㡍㦝㱳㷬䒬䮬劰嗼塻寞幕幙暯
mok4Aa|5,剝剥
nok4B|2,𢜪锘鍩诺諾䚥喏掿搦搻
lok4B|2,㓢𨿅𠘙𢜪鮥鵅駱骆铬锘鉻鍩躒诺跞諾落荦络絡礫砾硌硦犖濼㦡㪾㴖䀩䎊䚥乐咯喏嗠峈掿搦搻楽樂橐泺洛
lok4Ab|3,餎饹駱骆雒铬酪鉻躒跞荦络胳絡笿硌珞犖漯烙咯洛洜
lok4Aa|5,落旯
hok4Ab|3,㕰𨧣𤌍蠚癋熇䤕嗀嗃壳殻殼
hok4B|2,㙾𢻯鷽鸖鸴鹤鶮鶴隺雤靏貈貉觷謞翯皬矐燢狢澩㰒㶅㿥䅂䮤䳽䶅佫学學寉峃嶨敩斅斆斈泶
kok4Ab|3,㕡㗥㙜𡌃𤥢𢡱鞟鞹郝觳蠚臛礭矐硞确確碻礐熇燩漷㤩㨯㰌㱋㱿㲉㴶埆塙墧壑廓彉彍恪悫愘愙愨慤扩拡挄搉擴攉榷毃涸
kok4Aa|5,㩁搉
fok4Ab|3,霍靃靍钁躩貜蠼藿臛缚縛矆矍矡癨爴玃漷瀖㸌㸕㺢䁨䂄䣤䦆劐彏戄攉攫曤欔
ngok4B|2,㓵㖾㗁咢𩓥𨕬𨯫鸑鹗齶鰐鱷鳄鶚颚顎鑩锷鄂鍔遌遻谔覨諤讍萼蕚蘁腭㟧㠋㦍㬽㮙㹊䣞䥃䫷乐偔卾咢噩堮岳崿嶽愕捳樂櫮湂
ngok4Ab|3,𤦩蝁肟琧僫噁垩堊恶悪惡
pok4Ab|3,㙸髆鞄鏷钋镤醭釙蒪粕瞨璞猼炇烞㹒㺪䄸䇚䎅䨰䩝䪖䪙剝剥噗圤墣扑撲擈攴攵朴樸檏
pok4Aa|5,𦢊㿺
wok4Aa|5,𡆇
wok4Ab|3,鸌鹱雘臒矱㬦劐彟彠
wok4B|2,鸌鹱鑊镬蠖蒦艧获耯籆籰約约穫篗矱瓁瓠獲濩㦜㯉䈅䉟䢲䨥劐嚄嬳彟彠擭檴
bok4Ab|3,㗘𨍭餺馎駁駮驳髆鎛鑮镈趵襮膊缚肑胉簙縛禣煿牔猼㬍䍸䗚䙏䥬䪨䬪䯙䰊䶈亳僰博嚗嚩壆愽搏暴欂
bok4B|2,魄髆雹铂鉑豰踄謈萡蒲薄舶艊礴窇箔礡瓝瓟犦濼㵡㼎䂍䈏䥤䨌䨔䪇䭦仢懪欂泊泺淿
bok4Aa|5,髉㩧䃗䑈攴
gwok4Ab|3,㕵𧰒𤦂馘霩郭蝈蟈蔮腘膕聝簂漍漷㬑䂸䆐䧐䬎啯嘓囯囶囻国圀國墎崞帼幗廓彉彍慖掴摑椁槨
juk4Aa|5,㓇𢒰𨚼𨘀𨩄𣸭顼隩頊鐭鋈逳郁薁艈稢稶礇焴煜燠澳㤢㦽㰲䉛䛙䜡䤋䥝勖勗喐奥奧彧戫旭昱朂毓沃
juk4B|2,𩢤𨌯𡊩𤣩𪇟𡛼𦱀𣫺鹆鬻鳿鵒钰鄏鈺鋊錥軉輍辱谷蜟袬褥蒮蓐蘛缛肉育粥縟砡硲狱獄玉溽㣃㥔㦺㻙䄾䋭䘻䞝俼儥哊喅嗕堉媷宍峪慾棛欲毓浴淯
duk4Aa|5,𡰪𢽴錖裻笃篤督㞘㧻䐁䔍剢厾叾
duk4B|2,黩黷顿騳髑韇韣韥頓鑟读豄贌贕襡読讀讟菐翢纛窦竇皾碡瓄牍牘犊犢独獨瀆㱩㸿㾄䓯䢱䪅䫳䮷凟匵嬻椟櫝殰毒涜渎
cuk4Aa|5,㙇𨀂鼀齪齱龊𣙙餗顣鑡閦鄐蹙蹴蹵速遬豖趋趍趗趣趨踀踧触觫觸誎諔蓄蔌蔟脨簌稸竐簇矗珿琡畜瘯滀㯈㾥䇍䇿䎌䓎䙒䛤䜹䟟䟳䠞䲇䵸亍促俶傗嘼埱娕娖媨慉憱戚捒搐摗敊数數斶束槒樕歜涑
cuk4B|2,畜
zuk4Aa|5,㔉㗤鸀鬻钃鋜足踿触觸蠋蠾蒆臅茿粥縬祝穛竹竺笁筑築篧篫瞩矚瘃燭爥灟烛䈞䌵䕴䙯䟉䥮劚哫喌嘱噈囑孎属屬拀捉斶斸曯柷欘浞
zuk4B|2,㛩𡂝鱁鏃鐲镞镯鋜躅軸轴逐贖赎蓫藚舳续続續瘃濁㞺㵀㹿䃚䕽䠱䮱俗嗾妯族柚浊
zuk4Ab|3,瘃捉
guk4Aa|5,㘲𦥑𡡣𣚭鹄麯麴麹鵠鵴陱鞠鞫锔锯閰鋦鋸躹輂轂逧谷趜踘諊菊蘜粷糓穀牿濲瀔㥌㩴㮂㯏㹼㽤䀰䋰䏱䐨䕮䜼䡞䱡䳔䶜俈匊吿告唂唃喾嚳婅巈挶掬曲梏梮椈榖毂毩毱泦淗
guk4B|2,駶驧锔鋦輂跼焅焗䎤䗇䜯䪕侷局挶梮檋
suk4Aa|5,㑉㑐㑛㓘㔄㙌㜚𤢂鷫鹔鮛鱐餿馊驌骕鋉蹜谡趚跾謖蓿藗虪莤缩肃肅粛粟縮珟璛玊潚潥焂㝛㬘㯨㴋㴼㶖䃤䅇䌚䎘䏋䑿䔎䥔䨹䱙倏倐僳儵叔夙宿憟掓摍樎橚櫹殐洬
suk4B|2,㒔鸀钃贖赎襡襩蜀菽薥璹熟㯮㳤㻿䃞䄣䙱䞖䴰塾婌孰尗属屬淑
suk4Ab|3,索
tuk4Aa|5,鵚鋵禿秃痜䛢
muk4Aa|5,㕲
muk4B|2,㜈𥟟𣏦雮霂鞪钼鉬蚞艒苜缪罒繆穆目睦牧狇炑㣎㧅㾇䀲䅙䊾䑵仫坶朒木朩楘毣沐
nuk4B|2,衂衄肭䂇䖡䘐䚼䶊傉忸恧搙朒沑
luk4B|2,㓐㖨㛬㜙𣊭𣊫𤀼𩣱鹿𠯿鯥鵦鵱騄騼陆陸鏕醁錄録錴蹗逯谷趢踛角觮觻螰衂衄菉蓼蔍膔绿肭簶籙粶綠緑祿禄稑穋箓盝睩碌磟琭甪熝漉㟤㦇㪖㫽㼾䂇䃙䌒䍡䎑䎼䐂䖡䘐䘵䚄䚼䟿䡜䩮䱚䴪䶊傉僇六剹勎勠圥坴塶娽廘彔录忸恧戮搙摝朒椂樚氯沑淕淥渌
luk4Aa|5,麓轆辘簏箓睩碌㯟
huk4Aa|5,㜅鍙荲㲄㷤䧊䵈哭嚛
huk4B|2,𪄣鹄鵠頶酷觳螜蔛縠熇燺瀫焀㩂㪶㽇䈸䚛䞱䧼嘝斛槲
kuk4Aa|5,㖆麯麴麹髷蛐粬筁㻃䒼䢗匤峼曲浀
fuk4Aa|5,㙏𩜲𧄦鰒鳆鶝馥鍑鍢輹輻辐踾覄覆諨蝠蝮複葍蕧腹福稪䋹䌿䕎䕐䨱䫝复幅復
fuk4B|2,㚆鮲鴔鵩襆襥袱菔葍蕧虙茯絥緮纀箙畐癁澓㠅㬼䟮伏匐复宓幞復斛服栿棴椱洑
nguk4Aa|5,箼䑁剭屋
puk4Ab|3,钋釙蹼
puk4B|2,瀑仆
puk4Aa|5,仆扑撲
buk4B|2,㒒𨆯𥣈𡂈𣾴鏷镤醭蹼轐襆襥襮纀穙濮瀑㬥㯷㲫䑑䗱䪁䴆仆伏僕幞暴曝朴樸
buk4Aa|5,㓀𪋿鸔鳪虲獛䃼䧤卜卟
jik4B|2,㑊㔴㘁㘈㘮㚤𦐂龮𦏵鹝鹢黓𤥂𤥿鯣鶂鶃鷁鷊駅驛驿骮隿霬醳释釋釴鈠逆译豛訳譯蛡蜴虉腋艗芅绎翊翌翼縌繹穓睪疫痬焲熤熼燚燡獈湙瀷炈㠜㢞㴒㶠㷜䄩䋇䋚䌻䓈䘝䘸䠶䣧䦴䭞䯆䳬䴬亦伇圛坄垼埸墿奕射屰峄嶧嶷帟弈弋役怿懌掖斁易曎杙棭榏歝洂浳液
jik4Aa|5,㜋𡄯齸鬩饐阋醷貖訲螠膉臆肊繶益澺㴁䓇䖁䦧亿億嗌壹忆憶抑檍
dik4Aa|5,𢯊馰靮鏑镝蹢适適豴菂甋的玓滴㠃㢩㰅䵠唙啇嘀墑嫡旳樀
dik4B|2,𣶻鸐𢣷頔鏑镝鍉迪逐踧覿觌蔋蔐藡荻翟籊狄滌滴滺㣙㹍䊮䨤䯼䴞唙嘀嚁廸敌敵梑浟涤
cik4Ab|3,㓨赤蚇刺刾
cik4Aa|5,𦭐𢘛鼜鶒鷘飭飾饬饰鏚鉓遫趩踖蚸螫蓛磩㞝㡿㥻㭊㰗㽚䂨䔩䗩䚍䟄䳵侙傶刺勅勑叱呹哧嘁彳恜慗慼慽戚抶摵敕斥析槭
zik4Aa|5,㑡㘉鯽鰿鲫陟蹟軄迹跡踖蝍蟙襀蘵膱织绩聀职職胑綕績織禝积稷積硛碛磧癪皍溭漬㮨㹄䐈䐚䟱勣即卽唧啧喞嘖堲嬂帻幘廭徏戠枳樍樴渍
zik4B|2,㒱𥱊𡸜𡸽釸躤遈邜踖蛰蟄褯蓆藉芕耤籍禃稙穸直矽煶犆湜漃潪㥀㯰㵓䚐䣢䵂値值嗭埴塉夕寂席庴捑植殖汐淔
zik4Ab|3,鹡鶺蹐蹠跖膌脊瘠癠炙䳭
kwik4Aa|5,隙隟郥䠐䱛
gik4Aa|5,鸄隔革轚谻襋譤蕀艻茍犱激焏㦘㦸㯤㻤㻷䁶䓧䩯丮亟击墼戟撃撠撽擊棘橶殛毄
gik4B|2,㥛㭲极極
sik4Aa|5,㗭㙽㛫㛭𣈏𥇦飭飾餙餝饬饰骰鎴鏭铯鄎醳釈释釋鉽銫軾轖轼适適赩襫識识蜥螅螫蟋衋裼菥蒠蕮腊舃舄色籂緆繬穑穡穯窸皙睗磶瘜焟焬熄潟澀澁澙澤濇烒㝜㫺㭊㮩㱇㱤㴧䀌䁺䉢䤭䭒冟唽啬嗇奭媳嬕式怷怸怾恜息悉惁惜懎扸拭昔晰晳晹析栻檡泽涩淅
sik4B|2,食蝕蚀篒
sik4Ab|3,锡錫裼刺
tik4Aa|5,铽鋱躍适逖逷逿適貣貸贷趯跃裼脦籊瓋狄㥂㧹䢰䯜俶倜剔匿忑忒悐惕惖慝掦擿歒
mik4B|2,鼏銯覓覔覛觅羃簚糸熐漞濗㨠㯒㵋䁇䈿䌐䖑䣾䮭冖冪塓幂幎幦汨
nik4Aa|5,衵糑眤溺䁥䘌䵑䵒匿嫟嬺搦搻昵暱榒
nik4B|2,疒溺㥾㲻惄愵氼
lik4B|2,㔏𤃉𢟍鬲鱳鳨雳靂靋鞷鎘镉郦酈轣赲讈蝷蒚藶苈礰秝皪磿瓑疒疬癧爏溺瀝㠣㥾㧰㬏㱹㲻㷴㺡㻺㽁㿨䍥䍽䔉䟏䟐䤙䥶䮥䰛䰜仂儮力劷历厤厯呖嚦坜壢屴惄愵擽攊暦曆朸歴歷氼沥
lik4Aa|5,𤄿雳靂躒轢轹跞衵糑礫眤砾瓅爍溺濼瀝烁䁥䃯䘌䵑䵒力匿叻呖嚦嫟嬺扐搦搻昵暱枥栎榒檪櫟櫪沥泺
hik4Aa|5,赥㤸㦦䈪䵱
kik4Aa|5,𠽤𢲈缼揢棘欫
fik4Aa|5,𠱥弗
pik4Aa|5,鷿鸊霹闢釽銢辟稫礔礕甓癖澼㱸䑀䡶䤨䴙僻副劈噼堛憵擗椑
wik4B|2,㚜魊阈閄閾蜮罭緎窢琙㽣䈅䍞䧕䮙域惐或棫淢
bik4Aa|5,㘠𤾩鼊𤩹鰏鲾鐴躃躄辟迫逼襞腷綼繴皕碧璧疈皀煏湢㨽㷶䧗䫾䮠偪壁廦廹愊愎扑揊楅
bik4B|2,𠁆
bik4Ab|3,璧壁
gwik4Aa|5,鼰鼳鴃鵙鶪馘阒隙隟閴闃郤郭郹郄覤虢虩绤聝綌盢瞁犑狊湨烅㶁㷦䂆䦗䧍䱛䴗伵侐殈洫淢
jip4B|2,㒯㗼㜸𦠜𪃸𣜿𨭥鸈页驜頁鎑鐷鄴鍱邺蠥葉蘖糱糵皣瞱瞸璍燁爗澲烨㡤㱉㷸㸣䈎䢡䥡䧨䭎䭟䲜业偞僷叶墷孼孽嶪嶫幉揲擖擛晔曄曅曗枼枽枿楪業櫱殜
jip4Ab|3,𩸆餣饁馌靥靨鄓醃腌㡋㩎㪑㱌䁆䎨䤶䱒嚈掖擪擫殗
dip4Ab|3,㑙跕聑䪓挕
dip4B|2,𣜖𣿫𢶣鰈鰨鲽鳎谍跕蹀諜蜨蝶褋褶褺艓碟畳疂疉疊牃牒㥈㩸㩹㬪㲲䙝䠟䴑叠唼啑喋垫堞墊惵揲曡楪殜氎涉渫
cip4Ab|3,㒤𣠺鯜鏶鍓踥詀緁穕㤴㨗㳧䌌䧪呫唼啑妾捷淁
zip4Aa|5,𡀞
zip4Ab|3,𣶏鮿霅銸輒輙辄襵詟謺讋讘褶菨脻艥緁㡇㢎㫸㭯㴺㼪䀹䌌䎲䐑䜆䝕嗫囁慑慴慹懾折接摄摺擑攝椄楫檝浃浹
zip4B|2,䝃崨
gip4Ab|3,𠲵鵖鉣蜐衱袷硖硤澀澁濇瀒㤼㥘䀷䂶䛟刦刧刼劫抾歮涩渋
gip4B|2,陿狭狹夹夾拾昅
gip4Aa|5,喼
sip4Ab|3,𤗈𠓼蜨鞢韘躞詟讋蠂葉睒滠灄㦪㰔㰼㴇㽊䀹䕈䜓䤮叶屟屧弽徢慑慴懾拾揳摂摄攝欇歙涉渉
tip4Ab|3,貼贴跕萜㤐䩞䴴䵿呫帖怗
tip4Aa|5,貼贴
nip4B|2,㘨㚔𦘒𣀳𣎴顳颞陧隉鎳鑈鑷镊镍闑錜蹑躡踂踗踙菍蘖臬臲苶聂聶籋湼㩶㸎䇣䌜䌰䎎䯀䯅䳖嗫囁帇捏捻掜揑摄攝敜槷櫱涅
nip4Aa|5,𠱃鎳镍
